Company Name,Location,Description,Website,Reason for Failure
Yumist,"Gurgaon, Haryana, India","We make delicious, homely meals available in under 30 minutes through the use of technology and a sophisticated logistics infrastructure.",www.yumist.com/,
Zattikka,"London, England, United Kingdom","Zattikka is an online social video game developer and publisher for PC web browsers, social networks and mobile devices.",zattikka.com,
Zawatt,"Tokyo, Tokyo, Japan",Zawatt develops CtoC marketplaces.,zawatt.com,
Zaycon Fresh,"Spokane, Washington, United States","Zaycon Fresh, is a privately-owned natural food delivery company based in Spokane, Washington.",www.zayconfresh.com,
Zebit UK LTD,"London, England, United Kingdom",Zebit is a short-term lender offering loans with flexible repayment options.,—,
Zen99,"San Francisco, California, United States",Tax and insurance tools for independent contractors.,www.tryzen99.com/,
Zenedge,"Aventura, Florida, United States","Zenedge is a provider of cloud-based, artificial intelligence-driven cybersecurity solutions.",www.zenedge.com,
Zense-Life,"Carlsbad, California, United States",Zense-Life is a biotechnology company.,www.zense-life.com/,
Zentrick,"New York, New York, United States",Zentrick builds technology that empowers ad tech companies to deliver effective video advertising.,www.zentrick.com,
Zeo,"Newton, Massachusetts, United States",Zeo manufactures sleep monitors that record electrical activity along the scalp and monitor the user's brain waves.,www.myZeo.com,
Zettata,"San Mateo, California, United States",Zettata creates software for e-commerce search.,www.zettata.com/,
Ziptask,"Anaheim, California, United States",Ziptask is an online outsourcing services platform that employs project managers to execute the projects of consumers and SMEs.,www.ziptask.com,
Zirtual,"Las Vegas, Nevada, United States","Zirtual provides dedicated, US based, virtual assistants to busy professionals.",www.zirtual.com,"Zirtual was a successful and highly on demand service. What brought the firm on the verge of bankruptcy was its management and the high burn rate it had.

Scaling too soon, with 500 employees on the payroll when the company has not yet celebrated its 5th anniversary, usually gives way to an unsustainable business. Zirtual’s co-founder and CEO had failed to calculate the stats and figures of its business, although she states that it was the accounting firm they had contracted that gave them the wrong numbers. When a supposedly agreed upon round of funds didn’t come through, Zirtual shut down overnight. Within days of Zirtual closing, came news that the CEO of the company Startups - a platform helping new entrepreneurs and small businesses take off -  offered to purchase Zirtual. The deal took place and Zirtual, with all of its assets, and a percentage of its employees became the property of Startups.co.

Read more on:
https://techcrunch.com/2015/08/19/zirtual-reality/
https://www.forbes.com/sites/patrickhanlon/2015/08/16/zirtual-crashed-but-can-its-brand-still-fly/#180d55f843a3
https://thehustle.co/maren-kate-donovan-zirtual
http://www.businessinsider.com/zirtual-suddenly-laid-off-400-employees-via-email-2015-8
https://www.crunchbase.com/organization/zirtual"
zobuza,"Nellore, Andhra Pradesh, India",Online Testing Software For Recruitment including Online Coding Tests For IT Hiring and Psychometric Testing-Psychometric Assessments,gradjo.com,
Zonoff,"Malvern, Pennsylvania, United States","Zonoff offers a software platform that channels retailers, OEMs and integrators who deliver 'connected home' products to the mass market.",www.zonoff.com,
Zuli,"San Francisco, California, United States","Zuli's first product, the Zuli Smartplug, enables lights and appliances to adapt passively based on a user's presence in their home.",zuli.io,
Zumbl,"Gurgaon, Haryana, India",Zumbl is an online chat portal enabling users to interact and engage with others.,zumbl.com,
Zumbox,"Los Angeles, California, United States","Zumbox, a paperless postal system, allows businesses to deliver transactional mails electronically to their consumers’ digital mailboxes.",www.zumbox.com/,
ZuperMeal,"Andheri, Maharashtra, India",ZuperMeal is a platform that enables home cooks to become home,www.zupermeal.com,
Verelo,Canada,"Verelo was a Canadian startup that offered website monitoring services from multiple locations that notified customers when downtime, malware, or database connections were detected. It also offered uptime and performance analytics, monitoring site health and reporting services through SMS, email or phone. ",,"The main problem for Verelo was inadequate funding and traction that was required to push the company to the next stage. It failed to receive financial backing needed to fulfill their main goal of making the internet great. After barely six months of operation, Verelo announced its closure and was acquired by Dyn an infrastructure service company in January 2013. Dyn the acquirer was a pioneer in cloud-based infrastructure (Dyn was then acquired by Oracle in 2016). It connected users with digital contents and awesome experiences across the internet. By rolling in Verelo, Dyn was able to offer more innovative services to their customers.

Verelo also faced stiff competition from other firms as it was difficult to convince customers that your service is better unless you offered something groundbreaking or without users having expertise on monitoring technology and businesses and were able to make informed decisions. Moreover, people would mostly sign up once and rarely visit the website again because since they wouldn’t experience any major issue.

‍Read more on:
https://techcrunch.com/2012/12/19/six-months-after-launch-website-monitoring-startup-verelo-to-shut-down-and-return-funding/
https://www.itbusiness.ca/news/verelo-failed-fast-to-avoid-zombie-company-fate-founder-says/18391
https://www.crunchbase.com/organization/verelo"
Reach.ly,Latvia,"Reach.ly was an analytics tool for e-commerce sites providing actionable customer behavior patterns. It engaged in a real-time analytics infrastructure, which allowed e-commerce sites engage with their customers through customized messages.",,"Reach.ly had purposed two objectives before its closure in 2015. Its iterations were behavioral analytics for e-commerce and Twitter mining solutions for hotel industries. The company, by the CEO own admission, failed because it mixed up ideas and models of the previous business into the new venture. Reach.ly did not start afresh but kept all the previous undertakings in operation. It lacked room for other investors and only survived on the CEO shares. Secondly, technology failed them terribly. It started out big but it did not scale up, the regret was that it could have started with a simple stack to test the idea. The free hosting received from Soft layer led the company to spend too much on technology without a single customer or a working prototype.

Lack of proper market feedback and pilot client was also a setback. It did not create appropriate tracking solution and their data set had loopholes. Without any consultation, they switched to another platform called Shopify with standardized API and app marketplace. It turned out that the Shopify players were smaller than expected and thus failed to serve Reach.ly goals. Lastly, the initial team recruited was heavily technology-centric and lacked teamwork, passion and business vision. A big part of the team eventually left the firm or was let go; precious time and resources were spent to find a new committed and talented team. Had this been done from the beginning the company might have has a better chance of succeeding.

Read more on:
http://arcticstartup.com/how-i-failed-my-b2b-saas-startup/
https://www.crunchbase.com/organization/reach-ly"
